,Word,Conc.M,Conc.SD
968,baron,4.14,1.13
969,baroness,3.92,1.47
970,baroque,2.62,1.24
971,barrack,4.78,0.8
972,barracuda,5.0,0.0
973,barrel,4.86,0.44
974,barrelhead,2.82,1.59
975,barrenness,2.47,1.25
976,barrette,4.12,1.45
977,barricade,4.57,1.07
978,barrier,4.41,0.93
979,barstool,4.63,0.89
980,bartender,4.82,0.48
981,base,3.86,1.48
982,baseball,4.86,0.35
983,baseboard,4.9,0.31
984,baseline,2.86,1.48
985,baseman,4.11,0.93
986,basement,4.89,0.31
987,baseness,2.11,1.37
988,bases,3.63,1.45
989,basher,3.37,1.28
990,bashfulness,2.07,1.22
991,basics,2.27,1.28
992,basin,4.63,0.79
993,basis,1.83,0.97
994,basket,5.0,0.0
995,basketball,4.97,0.19
996,basketful,3.82,1.16
997,bass,4.31,1.04
998,bassinet,4.71,0.85
999,bassist,4.17,0.82
1000,bassoon,4.67,1.01
1001,bastard,3.14,1.48
1002,bat,5.0,0.0
1003,batboy,4.67,0.96
1004,batch,3.8,1.19
1005,bath,4.85,0.6
1006,bathhouse,4.69,0.71
1007,bathmat,4.81,0.49
1008,bathrobe,5.0,0.0
1009,bathroom,4.52,1.19
1010,bathtub,4.92,0.39
1011,bathwater,4.83,0.38
1012,baton,4.64,1.1
1013,bats,4.76,0.69
1014,battalion,3.75,1.29
1015,batter,4.41,1.09
1016,battering,2.82,1.47
1017,battery,4.67,0.83
1018,battle,4.0,0.9
1019,battleaxe,4.23,1.18
1020,battlefield,4.54,0.74
1021,battlefront,4.0,1.2
1022,battleground,4.04,1.16
1023,battleship,4.81,0.4
1024,battlewagon,4.0,1.15
1025,batwing,4.39,1.08
1026,bauble,3.23,1.5
1027,bay,4.81,0.62
1028,bayberry,4.35,1.26
1029,bayonet,4.77,0.82
1030,bayou,4.54,0.71
1031,bazaar,3.63,1.47
1032,bazooka,4.66,0.94
1033,beach,4.79,0.77
1034,beachfront,4.46,0.92
1035,beachside,4.04,1.0
1036,beachwear,4.64,0.62
1037,beacon,4.38,0.86
1038,bead,4.9,0.31
1039,beadwork,4.46,0.93
1040,beak,4.96,0.19
1041,beaker,4.72,0.88
1042,beam,3.96,1.32
1043,bean,5.0,0.0
1044,beanbag,4.96,0.19
1045,beanbags,4.81,0.49
1046,beanie,4.74,0.81
1047,beanpole,4.79,0.41
1048,beanstalk,4.7,0.88
1049,bear,4.88,0.43
1050,beard,4.96,0.19
1051,bearer,3.58,1.28
1052,bearings,3.0,1.65
1053,bearskin,4.73,0.74
1054,beast,4.63,0.67
1055,beastliness,2.15,1.23
1056,beater,3.62,1.2
1057,beautician,4.69,0.66
1058,beautification,2.22,1.25
1059,beauty,2.93,1.57
1060,beaver,4.68,0.94
1061,bebop,2.54,1.24
1062,bed,5.0,0.0
1063,bedbug,4.54,1.0
1064,bedchamber,4.43,1.23
1065,bedclothes,4.63,0.69
1066,bedding,4.61,0.88
1067,bedfellow,3.75,1.48
1068,bedmate,4.27,1.04
1069,bedpan,5.0,0.0
1070,bedpost,4.79,0.51
1071,bedridden,3.39,1.31
1072,bedrock,4.46,0.99
1073,bedroll,4.4,1.22
1074,bedroom,4.9,0.3
1075,bedsheet,5.0,0.0
1076,bedside,3.92,1.12
1077,bedsore,4.61,0.88
1078,bedspread,4.85,0.46
1079,bedtime,2.9,1.54
1080,bee,4.88,0.71
1081,beech,3.96,1.55
1082,beef,4.74,0.81
1083,beefburger,4.96,0.2
1084,beefsteak,4.76,0.66
1085,beehive,4.93,0.27
1086,beekeeper,4.67,0.92
1087,beekeeping,4.07,1.41
1088,beeline,3.08,1.49
1089,beep,4.0,1.13
1090,beeper,4.77,0.59
1091,beer,4.88,0.33
1092,beerhouse,4.27,1.22
1093,bees,4.72,0.84
1094,beeswax,4.88,0.33
1095,beet,4.8,0.76
1096,beetle,4.83,0.76
1097,beforetime,1.67,0.96
1098,beggar,4.59,0.63
1099,beginner,2.73,1.46
1100,beginning,2.5,1.39
1101,beguilement,1.48,0.71
1102,behavior,2.19,1.22
1103,behaviorist,2.83,1.42
1104,behead,4.24,1.09
1105,behemoth,3.15,1.51
1106,beholder,3.04,1.35
1107,belief,1.19,0.68
1108,believability,1.79,0.99
1109,believer,2.73,1.51
1110,bell,4.96,0.19
1111,bellboy,4.39,1.03
1112,bellhop,4.42,0.85
1113,belligerence,2.33,1.21
1114,belligerency,2.32,1.11
1115,bellman,4.89,0.32
1116,belly,4.8,0.48
1117,bellyache,3.72,1.31
1118,bellybutton,5.0,0.0
1119,bellyful,3.16,1.34
1120,belongings,3.88,1.08
1121,belt,4.9,0.56
1122,beltline,3.75,1.45
1123,beltway,3.72,1.43
1124,beluga,4.39,0.99
1125,bench,4.87,0.43
1126,benchmark,2.48,1.56
1127,benchmarking,2.65,1.38
1128,benchwarmer,3.84,1.18
1129,benediction,2.0,1.35
1130,benefactor,3.36,1.28
1131,beneficiary,3.0,1.44
1132,benefit,2.25,1.46
1133,benevolence,1.63,0.97
1134,benzene,4.2,1.38
1135,bereavement,2.33,1.3
1136,beret,4.8,0.65
1137,berserk,2.35,1.29
1138,bestiality,2.75,1.32
1139,bestseller,2.59,1.15
1140,beta,2.84,1.43
1141,betrayal,1.76,0.97
1142,betrayer,2.9,1.47
1143,betrothal,2.67,1.49
1144,beverage,4.6,0.91
1145,bewilderment,2.03,1.21
1146,bewitcher,2.65,1.47
1147,bewitchment,2.36,1.28
1148,bias,1.68,0.9
1149,bib,4.79,0.62
1150,bible,4.61,0.92
1151,bibliography,3.96,1.26
1152,bicarbonate,3.71,1.27
1153,bicep,4.67,0.73
1154,biceps,4.93,0.27
1155,bicycle,4.89,0.58
1156,bidder,3.4,1.41
1157,bidding,2.69,1.41
1158,biddy,2.48,1.37
1159,bifocals,4.64,0.87
1160,bigamist,2.83,1.47
1161,bigamy,2.64,1.35
1162,biggie,2.41,1.34
1163,bigmouth,3.13,1.32
1164,bigness,2.83,1.31
1165,bigot,3.11,1.37
1166,bigotry,2.38,1.15
1167,bigwig,2.92,1.57
1168,bike,5.0,0.0
1169,biker,4.7,0.67
1170,bikini,4.96,0.19
1171,bile,4.46,0.9
1172,billboard,4.83,0.59
1173,billiard,4.55,0.91
1174,billiards,4.61,0.74
1175,billing,3.54,1.29
1176,billion,3.79,1.45
1177,billionaire,3.22,1.6
1178,billon,3.23,1.56
1179,bimbo,3.04,1.46
1180,bin,4.72,0.8
1181,binder,4.89,0.42
1182,binge,3.1,1.45
1183,bingo,4.0,1.52
1184,binoculars,5.0,0.0
1185,bio,2.57,1.53
1186,biochemist,3.81,1.64
1187,biochemistry,3.4,1.43
1188,biodiversity,2.19,1.5
1189,bioelectricity,2.58,1.25
1190,biogenetics,2.62,1.52
1191,biographer,4.41,1.02
1192,biography,3.39,1.45
1193,biohazard,3.03,1.32
1194,biologist,3.96,1.43
1195,biology,3.48,1.5
1196,bioluminescence,3.28,1.37
1197,biophysicist,4.56,1.09
1198,biophysics,2.83,1.47
1199,biopsy,3.89,1.37
1200,biorhythm,2.48,1.42
1201,bios,2.92,1.57
1202,biosphere,3.22,1.48
1203,biosynthesis,2.75,1.39
1204,biotech,3.0,1.41
1205,biotechnology,2.9,1.59
1206,bird,5.0,0.0
1207,birdbath,4.96,0.19
1208,birdbrain,2.07,1.21
1209,birdcage,4.64,0.87
1210,birdhouse,4.96,0.2
1211,birdie,3.79,1.32
1212,birdseed,4.96,0.19
1213,birdshot,4.05,1.5
1214,birdsong,3.72,1.28
1215,birth,4.46,0.88
1216,birthday,3.2,1.42
1217,birthmark,4.35,0.8
1218,birthplace,3.46,1.07
1219,birthrate,2.63,1.57
1220,birthright,2.34,1.42
1221,birthstone,4.25,1.14
1222,biscuit,4.9,0.4
1223,bisect,3.48,1.31
1224,bisection,3.29,1.27
1225,bisexuality,2.68,1.55
1226,bishop,4.21,1.17
1227,bison,4.68,0.86
1228,bisque,4.08,1.29
1229,bistro,4.44,1.16
1230,bit,3.27,1.62
1231,bitch,3.72,1.49
1232,bitchiness,2.68,1.42
1233,biter,3.88,1.28
1234,bitterness,2.36,1.28
1235,bitters,3.89,1.34
1236,biz,2.38,1.31
1237,blabbermouth,3.35,1.44
1238,blackball,3.12,1.7
1239,blackberry,4.97,0.19
1240,blackbird,5.0,0.0
1241,blackboard,4.72,1.03
1242,blackface,3.96,1.27
1243,blackfish,4.41,1.24
1244,blackhead,4.71,0.71
1245,blackheads,4.79,0.5
1246,blackjack,3.93,1.27
1247,blacklist,2.96,1.43
1248,blackmailer,3.21,1.45
1249,blackness,3.54,1.56
1250,blackout,3.73,1.41
1251,blacksmith,4.38,0.85
1252,blacksnake,4.33,1.13
1253,blacktop,4.65,0.75
1254,bladder,4.48,1.06
1255,blade,4.93,0.26
1256,blamer,2.78,1.45
1257,blanching,3.39,1.13
1258,blandness,2.29,1.27
1259,blanket,5.0,0.0
1260,blankness,2.74,1.29
1261,blaspheme,2.31,1.26
1262,blasphemer,2.58,1.33
1263,blasphemy,2.22,1.37
1264,blast,3.9,1.37
1265,blaster,3.67,1.49
1266,blather,2.23,0.95
1267,blaze,4.28,1.07
1268,blazer,4.79,0.56
1269,bleach,4.74,0.53
1270,bleakness,1.55,0.83
1271,bleat,3.83,1.47
1272,bleeder,3.5,1.22
1273,bleep,3.1,1.54
1274,blemish,4.07,1.0
1275,blender,5.0,0.0
1276,blessedness,1.58,0.99
1277,blessing,2.19,1.27
1278,blessings,2.08,1.12
1279,blight,2.81,1.41
1280,blimp,4.76,0.79
1281,blindfold,4.57,1.17
1282,blindness,3.73,1.34
1283,blindside,3.24,1.21
1284,blinker,4.45,1.12
1285,blip,3.19,1.52
1286,bliss,1.37,0.74
1287,blister,4.71,0.85
1288,blitz,2.85,1.29
1289,blizzard,4.68,0.56
1290,blob,4.06,1.21
1291,block,4.48,1.09
1292,blockade,4.25,0.97
1293,blockage,3.93,1.26
1294,blockbuster,2.72,1.31
1295,blocker,3.67,1.18
1296,blockhead,2.68,1.28
1297,blog,3.92,1.15
1298,bloke,3.89,1.4
1299,blondeness,2.88,1.51
1300,blondness,3.07,1.46
1301,blood,4.86,0.44
1302,bloodbath,3.54,1.2
1303,bloodhound,4.76,0.69
1304,bloodline,2.93,1.67
1305,bloodlust,2.31,1.0
1306,bloodmobile,3.82,1.71
1307,bloodshed,3.83,1.23
1308,bloodstain,4.67,0.71
1309,bloodstream,4.04,1.23
1310,bloodsucker,3.81,1.18
1311,bloodworm,4.36,1.19
1312,bloomer,3.68,1.44
1313,bloomers,4.26,1.16
1314,blooper,3.29,1.12
1315,blossom,4.26,1.35
1316,blotch,3.86,1.06
1317,blotchy,3.48,1.21
1318,blotter,3.83,1.34
1319,blouse,4.96,0.19
1320,blower,4.07,1.07
1321,blowfish,4.69,0.74
1322,blowgun,4.83,0.48
1323,blowhard,2.31,1.23
1324,blowhole,4.34,0.77
1325,blowjob,4.33,1.27
1326,blowout,3.35,1.5
1327,blowpipe,4.42,1.02
1328,blowtorch,4.93,0.26
1329,blowup,3.65,1.23
1330,blubber,3.93,1.36
1331,bluebeard,3.35,1.57
1332,blueberry,4.96,0.19
1333,bluebird,4.97,0.18
1334,blueblood,2.0,1.13
1335,bluebonnet,4.39,1.16
1336,bluebook,4.44,1.09
1337,bluefin,4.96,0.21
1338,bluefish,4.79,0.57
1339,bluegrass,3.52,1.6
1340,blueness,3.22,1.41
1341,blueprint,4.77,0.63
1342,blues,2.31,1.19
1343,bluesman,3.63,1.33
1344,bluff,3.0,1.59
1345,blunder,2.35,1.26
1346,blunderer,3.12,1.31
1347,bluntness,2.11,1.19
1348,blur,3.3,1.44
1349,blurb,3.04,1.45
1350,blurriness,2.93,1.28
1351,blush,4.41,0.8
1352,boa,4.92,0.28
1353,boar,4.8,0.76
1354,board,4.57,1.0
1355,boarder,3.52,1.47
1356,boarding,3.44,1.34
1357,boardinghouse,4.5,1.03
1358,boardroom,4.66,0.77
1359,boardwalk,4.78,0.42
1360,boaster,2.46,1.3
1361,boastfulness,2.24,1.15
1362,boat,4.93,0.37
1363,boater,4.33,1.18
1364,boathouse,4.78,0.8
1365,boating,3.85,1.49
1366,boatload,3.44,1.42
1367,boatman,4.73,0.53
1368,boatyard,4.59,0.89
1369,bobble,3.24,1.36
1370,bobcat,4.93,0.38
1371,bobsleigh,4.77,0.61
1372,bobtail,4.59,0.69
1373,bodice,4.78,0.42
1374,body,4.79,0.49
1375,bodybuilder,4.43,0.9
1376,bodybuilding,3.93,1.24
1377,bodyguard,4.75,0.8
1378,bodywork,3.43,1.55
1379,bog,4.08,1.35
1380,bogey,3.69,1.52
1381,bogeyman,3.12,1.64
1382,boiler,4.52,1.01
1383,boilermaker,4.2,1.0
1384,boilerplate,4.16,1.34
1385,boldface,2.96,1.57
1386,boldness,2.0,1.08
1387,bolero,4.56,0.96
1388,bologna,4.93,0.38
1389,bolt,4.67,0.8
1390,bomb,4.84,0.37
1391,bombard,3.0,1.27
1392,bombardier,3.81,1.44
1393,bombardment,2.81,1.44
1394,bomber,4.45,0.93
1395,bombing,3.93,1.21
1396,bombshell,3.88,1.39
1397,bonanza,3.38,1.3
1398,bonbon,4.61,0.89
1399,bondage,3.65,1.25
1400,bonding,2.48,1.27
1401,bondsman,3.79,1.41
1402,bone,4.9,0.56
1403,bonehead,3.29,1.41
1404,boner,4.34,1.14
1405,bonfire,4.83,0.38
1406,bong,4.27,1.19
1407,bonkers,1.76,0.97
1408,bonnet,4.93,0.26
1409,bonsai,4.03,1.45
1410,bonus,3.04,1.48
1411,boob,4.38,1.13
1412,booby,4.21,1.25
1413,booger,4.5,1.24
1414,boogeyman,3.24,1.51
1415,boogie,3.23,1.33
1416,boogieman,2.76,1.71
1417,boohoo,2.63,1.57
1418,book,4.9,0.31
1419,bookcase,4.93,0.38
1420,bookie,3.92,1.04
1421,booking,3.0,1.22
1422,bookkeeper,4.64,0.86
1423,bookkeeping,3.43,1.23
1424,booklet,4.72,0.54
1425,bookmaker,3.97,1.33
1426,bookmark,4.9,0.4
1427,bookmarker,4.62,0.9
1428,bookseller,4.43,1.03
1429,bookshelf,4.93,0.26
1430,bookshop,4.84,0.37
1431,bookstore,4.89,0.42
1432,bookwork,3.93,1.04
1433,bookworm,3.69,1.47
1434,boom,3.66,1.17
1435,boomerang,4.7,0.67
1436,boon,2.48,1.45
1437,boondocks,3.71,1.24
1438,boorishness,2.26,1.2
1439,boost,2.89,1.23
1440,booster,2.93,1.56
1441,boot,4.96,0.19
1442,booth,4.42,1.3
1443,bootie,4.59,0.82
1444,bootlace,4.54,0.96
1445,bootleg,2.92,1.44
1446,bootlegger,3.86,1.43
1447,bootlicker,3.5,1.3
1448,boots,5.0,0.0
1449,booty,4.36,0.87
1450,booze,4.48,1.18
1451,boozer,3.37,1.38
1452,borax,4.15,1.26
1453,bordello,4.04,1.4
1454,border,4.29,1.12
1455,borderland,2.96,1.27
1456,borderline,3.0,1.36
1457,boredom,1.96,1.32
1458,borehole,4.0,1.41
1459,boringness,1.86,1.11
1460,borough,3.81,1.14
1461,borrower,3.27,1.36
1462,bosom,4.63,0.69
1463,boss,3.83,1.42
1464,botanist,4.07,1.21
1465,botany,2.97,1.27
1466,bottle,4.91,0.44
1467,bottleneck,3.97,1.43
1468,bottlenose,4.32,1.02
1469,bottler,4.0,1.13
1470,bottling,3.26,1.38
1471,bottom,4.25,1.11
1472,botulism,3.52,1.08
1473,bouillon,4.2,1.28
1474,bouncer,4.38,1.08
1475,bounciness,2.75,1.36
1476,boundary,3.04,1.02
1477,bounty,3.41,1.31
1478,bouquet,4.74,0.81
1479,bourbon,4.93,0.27
1480,bourgeoisie,2.42,1.24
1481,bout,3.0,1.22
1482,boutique,4.27,1.11
1483,bow,4.61,0.95
1484,bowel,4.53,0.68
1485,bowels,4.33,1.03
1486,bower,4.08,1.18
1487,bowl,4.87,0.73
1488,bowler,4.45,0.95
1489,bowlful,3.64,1.15
1490,bowling,4.56,0.89
1491,bowls,4.73,0.58
1492,bowtie,4.89,0.31
1493,box,4.9,0.41
1494,boxcar,4.83,0.46
1495,boxer,4.63,0.69
1496,boxing,4.55,0.83
1497,boy,4.76,0.6
1498,boycott,2.76,1.43
1499,boyfriend,4.59,0.73
1500,boyhood,2.29,1.23
1501,boysenberry,4.75,0.9
1502,bra,4.54,1.14
1503,bracelet,4.96,0.19
1504,bracer,2.86,1.73
1505,braces,5.0,0.0
1506,bracket,4.43,0.94
1507,braggart,3.15,1.18
1508,bragger,3.0,1.3
1509,braid,4.38,1.21
1510,brain,4.69,0.74
1511,brainchild,2.55,1.55
1512,brainpower,1.56,0.89
1513,brains,3.96,1.22
1514,brainstem,4.6,0.71
1515,brainstorm,2.55,1.55
1516,brainwasher,2.96,1.29
1517,brainwave,3.3,1.71
1518,brainwork,2.12,1.28
1519,brake,4.44,0.87
1520,bran,4.48,0.99
1521,branch,4.9,0.3
1522,brand,3.29,1.33
1523,brandy,4.81,0.62
1524,brashness,1.61,0.83
1525,brass,4.7,0.65
1526,brassiere,4.64,0.87
1527,brat,3.62,1.44
1528,bratwurst,4.82,0.55
1529,bravado,1.93,1.12
1530,braveness,1.92,0.91
1531,bravery,1.96,1.02
1532,brawl,3.63,1.24
1533,brawler,4.04,1.26
1534,brawn,2.79,1.34
1535,brazier,3.87,1.42
1536,breach,2.48,1.36
1537,bread,4.92,0.28
1538,breadbasket,4.0,1.39
1539,breadboard,4.7,0.63
1540,breadbox,4.89,0.32
1541,breadfruit,4.79,0.66
1542,breadth,2.23,1.31
1543,breadwinner,3.24,1.67
1544,breakage,3.44,1.31
1545,breakdown,2.75,1.51
1546,breaker,3.85,1.26
1547,breakfast,4.43,1.1
1548,breakout,3.41,1.45
1549,breakthrough,1.87,1.28
1550,breakup,2.0,1.28
1551,breakwater,4.17,1.23
1552,breast,4.89,0.42
1553,breastbone,4.33,1.21
1554,breastfeeding,4.22,1.09
1555,breastplate,4.67,0.83
1556,breasts,5.0,0.0
1557,breaststroke,4.27,1.19
1558,breath,4.36,0.95
1559,breathalyzer,4.63,0.63
1560,breather,3.44,1.33
1561,breathlessness,2.76,1.3
1562,breech,2.96,1.68
1563,breeches,4.07,1.12
1564,breed,2.85,1.32
1565,breeder,3.13,1.46
1566,breeding,2.96,1.32
1567,breeze,3.62,1.24
1568,breezeway,4.04,1.48
1569,brethren,3.25,1.62
1570,brevity,2.23,1.31
1571,brew,4.07,1.13
1572,brewery,4.62,0.64
1573,brewing,3.07,1.31
1574,briar,4.44,1.22
1575,bribery,2.89,1.4
1576,brick,4.83,0.75
1577,bricklayer,4.42,1.14
1578,bricklaying,3.92,1.25
1579,brickwork,4.48,0.75
1580,brickyard,4.79,0.51
1581,bride,4.63,0.74
1582,bridegroom,4.39,1.13
1583,bridesmaid,4.41,0.93
1584,bridge,4.97,0.19
1585,bridgework,4.31,0.97
1586,bridle,4.27,1.0
1587,brie,4.28,1.28
1588,briefcase,4.86,0.52
1589,briefing,2.79,1.42
1590,briefs,4.33,1.24
1591,brig,4.48,1.05
1592,brigade,4.3,0.95
1593,brightness,3.43,1.45
1594,brilliance,2.39,1.34
1595,brilliancy,2.04,1.09
1596,brim,4.23,1.14
1597,brimstone,3.83,1.37
1598,brine,4.24,1.23
1599,brink,2.48,1.33
1600,brisket,4.61,0.69
1601,bristle,3.96,1.24
1602,bro,3.27,1.25
1603,broach,3.74,1.48
1604,broadcast,3.46,1.43
1605,broadcaster,4.35,1.13
1606,broadcasting,3.52,1.28
1607,broadside,4.0,0.88
1608,broccoli,4.87,0.51
1609,brochure,4.76,0.83
1610,broiler,4.83,0.47
1611,broker,4.03,1.33
1612,brokerage,3.61,1.31
1613,bronchitis,3.52,1.24
1614,bronco,4.75,0.65
1615,brontosaurus,4.52,0.98
1616,bronze,4.47,1.07
1617,bronzer,4.43,0.84
1618,brooch,4.19,1.47
1619,brood,2.96,1.46
1620,brooder,3.44,1.56
1621,brook,4.43,1.2
1622,broom,4.89,0.42
1623,broomstick,4.8,0.76
1624,broth,4.68,0.61
1625,brothel,4.23,1.03
1626,brother,4.43,0.82
1627,brotherhood,2.58,1.21
1628,brow,4.39,1.03
1629,brownie,4.82,0.48
1630,brownnose,2.24,1.09
1631,brownnoser,2.73,1.04
1632,brownstone,4.4,1.26
1633,browser,4.26,1.2
1634,bruise,4.73,0.52
1635,brunch,4.41,1.02
1636,brunette,4.57,0.73
1637,brunt,2.21,1.2
1638,brushes,4.67,0.88
1639,brushfire,4.48,1.05
1640,brushstroke,4.27,1.19
1641,brushwood,3.96,1.11
1642,brushwork,3.3,1.3
1643,brutality,2.48,1.21
1644,brute,3.31,1.01
1645,bubble,4.6,0.72
1646,bubblegum,4.65,0.69
1647,buccaneer,3.76,1.42
1648,buck,4.67,0.92
1649,bucket,4.96,0.2
1650,bucketful,4.45,0.69
1651,buckeye,3.76,1.48
1652,buckshot,4.78,0.52
1653,buckskin,4.17,1.13
1654,bucktooth,4.79,0.49
1655,buckwheat,4.54,0.99
1656,buddhism,2.3,1.47
1657,buddy,3.48,1.55
1658,budget,3.14,1.41
1659,buff,3.73,1.48
1660,buffer,2.89,1.4
1661,buffet,4.67,0.62
1662,buffoon,3.39,1.4
1663,bug,5.0,0.0
1664,buggy,4.18,1.16
1665,bughouse,3.88,1.37
1666,bugle,4.84,0.47
1667,bugler,4.58,0.58
1668,builder,3.97,1.4
1669,building,4.64,0.91
1670,buildup,3.08,1.35
1671,bulb,4.93,0.27
1672,bulge,3.92,1.32
1673,bulimia,2.9,1.29
1674,bulk,3.24,1.35
1675,bulkhead,4.17,1.13
1676,bull,4.85,0.53
1677,bulldog,4.71,0.85
1678,bulldozer,4.9,0.41
1679,bullet,4.83,0.82
1680,bulletin,4.72,0.59
1681,bullfight,4.52,1.09
1682,bullfighter,4.7,0.87
1683,bullfrog,4.9,0.56
1684,bullheadedness,1.67,0.76
1685,bullhorn,4.7,0.7
1686,bullion,4.26,1.06
1687,bullring,4.68,0.72
1688,bullshit,2.96,1.4
1689,bullwhip,4.85,0.37
1690,bully,3.92,1.09
1691,bum,4.21,0.92
1692,bumble,2.44,1.25
1693,bumblebee,4.96,0.19
1694,bummer,1.97,1.1
1695,bump,4.1,1.16
1696,bumper,4.96,0.19
1697,bumpiness,3.39,1.23
1698,bumpkin,3.42,1.1
1699,bun,4.88,0.43
1700,bunch,3.5,1.36
1701,bundle,4.22,0.97
1702,bundler,3.48,1.29
1703,bungalow,4.63,0.61
1704,bungee,4.39,0.96
1705,bunghole,3.96,1.11
1706,bungler,2.67,1.27
1707,bunion,4.64,0.57
1708,bunk,4.3,1.2
1709,bunker,4.79,0.62
1710,bunkhouse,4.37,1.11
1711,bunkmate,4.0,1.17
1712,bunny,4.97,0.19
1713,bunting,4.0,1.11
1714,buoy,4.57,1.16
1715,buoyancy,3.48,1.33
1716,burden,2.63,1.33
1717,bureau,4.04,1.4
1718,bureaucracy,1.64,1.11
1719,bureaucrat,3.86,1.18
1720,burger,4.93,0.26
1721,burglar,4.44,0.58
1722,burglary,3.64,1.22
1723,burial,3.93,1.11
1724,burlap,4.78,0.58
1725,burlesque,3.12,1.42
1726,burliness,3.33,1.27
1727,burner,4.78,0.42
1728,burnout,2.44,1.34
1729,burr,3.93,1.6
1730,burrito,5.0,0.0
1731,burrow,3.67,1.43
1732,burrower,3.4,1.41
1733,bus,4.9,0.54
1734,busboy,4.74,0.81
1735,bush,4.9,0.31
1736,bushel,4.3,1.1
1737,bushman,3.83,1.3
1738,business,3.28,1.44
1739,businessman,4.47,0.97
1740,businessperson,4.17,1.14
1741,businesswoman,4.35,1.06
1742,busload,4.12,1.15
1743,busman,3.91,1.41
1744,buster,2.57,1.45
1745,busybody,2.96,1.48
1746,busywork,2.83,1.5
1747,butane,4.31,1.01
1748,butcher,4.65,0.71
1749,butchery,3.16,1.21
1750,butler,4.63,0.72
1751,butt,4.75,0.51
1752,butter,4.9,0.55
1753,butterball,4.0,1.07
1754,buttercup,4.71,0.81
1755,butterfat,4.48,1.02
1756,butterfly,4.93,0.26
1757,buttermilk,4.68,0.86
1758,butternut,4.6,0.58
1759,butterscotch,4.58,0.65
1760,buttery,3.68,1.12
1761,buttock,4.79,0.63
1762,buttocks,4.83,0.59
1763,button,4.96,0.2
1764,buttonhole,4.7,0.84
1765,buttons,4.8,0.61
1766,buyer,4.36,1.25
1767,buyout,2.43,1.43
1768,buzzard,4.74,0.59
1769,buzzer,4.66,0.94
1770,buzzword,2.82,1.31
1771,bylaw,3.0,1.75
1772,bypass,3.5,1.45
1773,byproduct,3.16,1.43
1774,bystander,4.17,1.07
1775,byte,2.68,1.22
1776,byway,3.32,1.67
1777,cab,4.88,0.33
1778,cabana,4.79,0.41
1779,cabbage,4.75,0.65
1780,cabbie,4.42,0.99
1781,cabby,3.91,1.47
1782,cabdriver,4.79,0.69
1783,cabin,4.92,0.27
1784,cabinet,4.89,0.32
1785,cable,4.74,0.81
1786,cabling,3.39,1.41
1787,caboose,4.96,0.2
1788,cache,3.8,1.32
1789,cackle,3.63,1.62
1790,cacti,4.5,1.2
1791,cactus,5.0,0.0
1792,cadaver,4.48,1.15
1793,caddie,4.37,1.01
1794,caddy,4.32,1.11
1795,cadence,2.7,1.32
1796,cadet,4.21,0.92
1797,cadillac,4.93,0.38
1798,cadmium,4.07,1.41
1799,caesarean,3.08,1.55
1800,caesarian,3.67,1.13
1801,cafe,4.96,0.19
1802,cafeteria,4.71,0.6
1803,caffeine,4.04,1.51
1804,cage,5.0,0.0
1805,cahoots,1.96,1.14
1806,cake,4.81,0.68
1807,cakewalk,2.64,1.7
1808,calamari,4.79,0.42
1809,calamity,2.0,1.17
1810,calcification,2.92,1.44
1811,calcium,4.07,1.25
1812,calculation,3.0,1.58
1813,calculator,4.86,0.44
1814,calculus,2.26,1.38
1815,calendar,4.62,0.86
1816,calender,4.82,0.66
1817,calf,4.48,0.89
1818,calfskin,4.53,1.11
1819,caliber,3.0,1.44
1820,calibration,3.0,1.36
1821,calico,4.04,1.08
1822,calipers,4.78,0.58
1823,callback,3.27,1.56
1824,caller,3.96,1.0
1825,calligrapher,4.28,1.25
1826,calligraphy,4.32,0.82
1827,callousness,1.93,1.14
1828,callus,3.27,1.51
1829,calmness,1.83,1.05
1830,calorie,3.44,1.4
1831,calves,4.66,0.86
1832,calzone,4.78,0.85
1833,camaraderie,2.19,1.0
1834,camcorder,5.0,0.0
1835,camel,4.93,0.25
1836,camelback,3.67,1.49
1837,cameo,3.19,1.52
1838,camera,5.0,0.0
1839,cameraman,4.63,0.97
1840,camerawork,3.31,1.35
1841,camisole,4.81,0.62
1842,camouflage,4.24,0.97
1843,camp,4.35,1.06
1844,campaign,3.0,1.33
1845,campaigner,3.52,1.5
1846,camper,4.63,0.69
1847,campfire,4.79,0.49
1848,campground,4.7,0.91
1849,camping,4.0,1.04
1850,campout,3.82,1.22
1851,campsite,4.55,1.02
1852,campus,4.64,0.68
1853,canal,4.68,0.69
1854,canary,4.63,1.03
1855,cancelation,2.12,1.18
1856,cancellation,2.1,1.26
1857,cancer,3.86,1.48
1858,candelabra,4.88,0.33
1859,candidacy,2.39,1.13
1860,candidate,3.81,1.36
1861,candidness,1.61,1.1
1862,candle,4.86,0.45
1863,candleholder,4.85,0.36
1864,candlelight,4.48,0.82
1865,candlepower,3.6,1.38
1866,candlestick,4.93,0.27
1867,candor,1.96,1.0
1868,candy,4.83,0.76
1869,cane,4.87,0.43
1870,canister,4.93,0.26
1871,cannabis,4.69,0.81
1872,canner,4.24,1.04
1873,cannery,3.88,1.36
1874,cannibal,3.82,1.28
1875,cannibalism,3.07,1.31
1876,canning,3.74,1.35
1877,cannon,4.79,0.68
1878,cannonball,4.8,0.82
1879,canoe,4.86,0.58
1880,canoeing,4.21,1.07
